0 4
1 11 0 0 0 0 -0.020072 0.052339 0.268947 0.274727 0.000511 96.191498 -35.241525 358.643626 3200.000000
1 -11 0 0 0 0 -0.001993 0.011737 0.067976 0.069012 0.000511 96.191498 -35.241525 358.643626 3200.000000
2 14 0 0 0 0 0.057765 0.048355 0.163214 0.179761 0.000511 96.191498 -35.241525 358.643626 3200.000000
1 1000180400 0 0 0 0 -0.035700 -0.112431 0.024006 11.262643 11.262000 95.117142 -38.625052 343.592401 3200.000000
1 4
1 11 0 0 0 0 0.009900 0.016197 0.016988 0.025479 0.000511 128.519112 -6.494920 393.832189 3200.000000
1 -11 0 0 0 0 0.026801 0.029175 0.285315 0.288053 0.000511 128.519112 -6.494920 393.832189 3200.000000
2 14 0 0 0 0 -0.012505 0.067443 0.313668 0.321080 0.000511 128.519112 -6.494920 393.832189 3200.000000
1 1000180400 0 0 0 0 -0.024196 -0.112815 0.019249 11.262607 11.262000 126.193057 -17.340287 334.616475 3200.000000
2 4
1 11 0 0 0 0 0.006091 0.006880 0.032432 0.033713 0.000511 70.867746 10.312509 588.571461 3200.000000
1 -11 0 0 0 0 0.100108 0.059180 0.549739 0.561905 0.000511 70.867746 10.312509 588.571461 3200.000000
2 14 0 0 0 0 -0.021512 0.001802 0.088080 0.090687 0.000511 70.867746 10.312509 588.571461 3200.000000
1 1000180400 0 0 0 0 -0.084687 -0.067862 0.016588 11.262535 11.262000 65.019855 5.626426 542.288603 3200.000000
3 4
1 11 0 0 0 0 -0.047004 -0.018349 0.144858 0.153395 0.000511 105.422924 -23.878026 496.192346 3200.000000
1 -11 0 0 0 0 -0.031503 -0.030401 0.127899 0.135185 0.000511 105.422924 -23.878026 496.192346 3200.000000
2 14 0 0 0 0 0.010858 -0.085389 0.228573 0.244243 0.000511 105.422924 -23.878026 496.192346 3200.000000
1 1000180400 0 0 0 0 0.067648 0.134138 0.032543 11.263049 11.262000 115.972987 -2.958545 418.007590 3200.000000
4 4
1 11 0 0 0 0 -0.002819 0.010252 0.002092 0.010848 0.000511 100.602724 -7.591431 558.441630 3200.000000
1 -11 0 0 0 0 -0.015508 0.004652 0.014150 0.021508 0.000511 100.602724 -7.591431 558.441630 3200.000000
2 14 0 0 0 0 0.038539 -0.083685 0.118693 0.150255 0.000511 100.602724 -7.591431 558.441630 3200.000000
1 1000180400 0 0 0 0 -0.020213 0.068782 0.048007 11.262330 11.262000 98.386445 -0.049764 543.646528 3200.000000
5 4
1 11 0 0 0 0 -0.013398 0.021298 0.072507 0.076751 0.000511 114.096193 27.915129 582.785231 3200.000000
1 -11 0 0 0 0 0.004117 0.014464 0.153871 0.154605 0.000511 114.096193 27.915129 582.785231 3200.000000
2 14 0 0 0 0 0.070528 0.029595 0.830566 0.834081 0.000511 114.096193 27.915129 582.785231 3200.000000
1 1000180400 0 0 0 0 -0.061247 -0.065357 0.008851 11.262360 11.262000 111.753824 25.415569 542.362664 3200.000000
6 4
1 11 0 0 0 0 0.029605 -0.024648 0.313431 0.315790 0.000511 65.212440 -52.434696 431.517730 3200.000000
1 -11 0 0 0 0 -0.032039 -0.064794 0.381090 0.387885 0.000511 65.212440 -52.434696 431.517730 3200.000000
2 14 0 0 0 0 0.029660 -0.052072 0.258636 0.265488 0.000511 65.212440 -52.434696 431.517730 3200.000000
