# mheavy mzprime I1 I2 eff1 eff2 Chi2 
0.053 0.03 2.11122294e-46 0.632116056
0.043 0.03 2.11208802e-46 0.686874738
0.64 0.03 3.27492178e-47 0.0310230633
0.46 0.03 8.12644091e-47 0.0499383916
0.096 0.03 2.09818255e-46 0.51545536
0.042 0.03 2.11210752e-46 0.693815682
0.059 0.03 2.11043128e-46 0.605715916
0.033 0.03 2.11253358e-46 0.746837844
0.84 0.03 1.18881427e-47 0.0214734137
0.034 0.03 2.1124939e-46 0.741985533
0.066 0.03 2.10914162e-46 0.577533043
0.59 0.03 4.23944667e-47 0.0348507071
0.33 0.03 1.39901926e-46 0.0858672039
0.15 0.03 2.04131075e-46 0.350429817
0.035 0.03 2.11250161e-46 0.735988051
0.87 0.03 1.02606221e-47 0.020734866
0.081 0.03 2.10503698e-46 0.535048555
0.2 0.03 1.93012281e-46 0.207024538
0.32 0.03 1.44709352e-46 0.0907593072
0.1 0.03 2.09583365e-46 0.512100931
0.73 0.03 2.06327055e-47 0.0259436258
0.068 0.03 2.10871921e-46 0.571116087
0.61 0.03 3.82380117e-47 0.0330738192
0.53 0.03 5.76054702e-47 0.0405891476
0.68 0.03 2.66480193e-47 0.0288701993
0.046 0.03 2.11187632e-46 0.671647768
0.05 0.03 2.11153799e-46 0.64859294
0.078 0.03 2.10606873e-46 0.54276234
0.031 0.03 2.1126463e-46 0.760242806
0.78 0.03 1.60241248e-47 0.0240123319
0.13 0.03 2.06924183e-46 0.444972172
0.19 0.03 1.95726574e-46 0.227027318
0.66 0.03 2.95381925e-47 0.029734396
0.11 0.03 2.08873635e-46 0.502126384
0.23 0.03 1.83414742e-46 0.162072499
0.48 0.03 7.38263878e-47 0.0468241168
0.051 0.03 2.11139147e-46 0.644367201
0.45 0.03 8.51863118e-47 0.0520737459
0.55 0.03 5.20464169e-47 0.0385068056
0.057 0.03 2.11067696e-46 0.615524486
0.24 0.03 1.79759703e-46 0.150252778
0.35 0.03 1.30233104e-46 0.0781209741
0.38 0.03 1.1588115e-46 0.0677658458
0.4 0.03 1.06612877e-46 0.062546446
0.18 0.03 1.98199714e-46 0.250055487
0.93 0.03 7.67419838e-48 0.0191273743
0.048 0.03 2.11173589e-46 0.658256285
0.36 0.03 1.2541048e-46 0.0740060654
0.061 0.03 2.1100719e-46 0.597700008
0.063 0.03 2.10977771e-46 0.589897129
0.97 0.03 6.34085998e-48 0.0181079653
0.045 0.03 2.11196501e-46 0.677727976
1.0 0.03 5.5022514e-48 0.017059523
0.04 0.03 2.11224371e-46 0.706510158
0.25 0.03 1.75864651e-46 0.140737921
0.3 0.03 1.54164118e-46 0.101866282
0.07 0.03 2.10825093e-46 0.563935872
0.039 0.03 2.11232775e-46 0.711705392
0.14 0.03 2.0563672e-46 0.397164607
0.17 0.03 2.0042432e-46 0.278529056
0.26 0.03 1.71829073e-46 0.132376244
0.43 0.03 9.34118705e-47 0.0565276234
0.71 0.03 2.28487706e-47 0.0269199119
0.073 0.03 2.1074813e-46 0.553643411
0.5 0.03 6.69299597e-47 0.0435306955
0.038 0.03 2.11236655e-46 0.716372301
0.087 0.03 2.10268396e-46 0.52671309
0.093 0.03 2.09981335e-46 0.519279157
0.09 0.03 2.10127015e-46 0.523441536
0.075 0.03 2.10698871e-46 0.548698622
0.81 0.03 1.37922256e-47 0.0225936194
0.22 0.03 1.86845695e-46 0.175920652
0.08 0.03 2.1053794e-46 0.538164554
0.29 0.03 1.58764646e-46 0.108489491
0.28 0.03 1.63260701e-46 0.115411717
0.055 0.03 2.11099036e-46 0.62482138
0.12 0.03 2.07998042e-46 0.481203684
0.036 0.03 2.11243755e-46 0.728417658
0.34 0.03 1.35068395e-46 0.0816162292
0.16 0.03 2.02399211e-46 0.311075923
0.39 0.03 1.11208272e-46 0.0654878218
0.27 0.03 1.67621773e-46 0.123471123
0.084 0.03 2.10387318e-46 0.532752007
0.21 0.03 1.90050877e-46 0.190525922
0.9 0.03 8.86794998e-48 0.020072988
0.76 0.03 1.77216782e-47 0.0248897086
0.42 0.03 9.7702664e-47 0.0582788378
0.57 0.03 4.69860625e-47 0.0367535667
