# mheavy mzprime I1 I2 eff1 eff2 Chi2 
0.053 0.03 1.84296707e-45 0.523437992
0.043 0.03 1.84303199e-45 0.570932647
0.64 0.03 1.27546013e-45 0.447502382
0.46 0.03 1.58414081e-45 0.47594965
0.096 0.03 1.84208351e-45 0.433050501
0.042 0.03 1.84302295e-45 0.574875205
0.059 0.03 1.84287681e-45 0.504241256
0.033 0.03 1.8430537e-45 0.621008998
0.84 0.03 9.23900028e-46 0.340756035
0.034 0.03 1.8430302e-45 0.618492187
0.066 0.03 1.84283145e-45 0.480680847
0.59 0.03 1.36610814e-45 0.469657943
0.33 0.03 1.74629274e-45 0.434855908
0.15 0.03 1.83756784e-45 0.41027369
0.035 0.03 1.84303584e-45 0.613421266
0.87 0.03 8.75981129e-46 0.327442554
0.081 0.03 1.84250244e-45 0.451089822
0.2 0.03 1.82667826e-45 0.408849339
0.32 0.03 1.75552097e-45 0.431703457
0.1 0.03 1.84190765e-45 0.430662663
0.73 0.03 1.1123046e-45 0.398756541
0.068 0.03 1.84279127e-45 0.475717168
0.61 0.03 1.33004583e-45 0.461651104
0.53 0.03 1.47128073e-45 0.48441778
0.68 0.03 1.20254803e-45 0.425851132
0.046 0.03 1.84297961e-45 0.554173563
0.05 0.03 1.84298268e-45 0.536657653
0.078 0.03 1.84261598e-45 0.456636881
0.031 0.03 1.84302359e-45 0.630037545
0.78 0.03 1.02448357e-45 0.372299225
0.13 0.03 1.83985324e-45 0.415419513
0.19 0.03 1.82959351e-45 0.408788973
0.66 0.03 1.23893224e-45 0.43725127
0.11 0.03 1.84043602e-45 0.422503664
0.23 0.03 1.81548079e-45 0.408317184
0.48 0.03 1.55336161e-45 0.482218787
0.051 0.03 1.8429548e-45 0.532513111
0.45 0.03 1.59906721e-45 0.471718129
0.55 0.03 1.43688665e-45 0.483915219
0.057 0.03 1.84294015e-45 0.509017781
0.24 0.03 1.81081241e-45 0.411357664
0.35 0.03 1.72632726e-45 0.440259954
0.38 0.03 1.69277012e-45 0.44979396
0.4 0.03 1.66810098e-45 0.455565655
0.18 0.03 1.83205337e-45 0.407757132
0.93 0.03 7.85528268e-46 0.297872848
0.048 0.03 1.84301348e-45 0.547131836
0.36 0.03 1.71564186e-45 0.442181359
0.061 0.03 1.84287742e-45 0.496131538
0.063 0.03 1.84288152e-45 0.489337799
0.97 0.03 7.29408186e-46 0.280787463
0.045 0.03 1.84295537e-45 0.561360728
1.0 0.03 6.89554339e-46 0.268247293
0.04 0.03 1.84304338e-45 0.587097203
0.25 0.03 1.8056653e-45 0.413358717
0.3 0.03 1.77244148e-45 0.424706872
0.07 0.03 1.84278721e-45 0.471354653
0.039 0.03 1.84302841e-45 0.592240448
0.14 0.03 1.83888122e-45 0.413077762
0.17 0.03 1.83416593e-45 0.408760214
0.26 0.03 1.8000654e-45 0.415691808
0.43 0.03 1.62785039e-45 0.465863791
0.71 0.03 1.14820249e-45 0.40842237
0.073 0.03 1.84270858e-45 0.466111466
0.5 0.03 1.52125343e-45 0.487863321
0.038 0.03 1.84298305e-45 0.596185178
0.087 0.03 1.84235688e-45 0.443310512
0.093 0.03 1.84220703e-45 0.436328595
0.09 0.03 1.84227381e-45 0.439214099
0.075 0.03 1.83706639e-45 0.461383123
0.81 0.03 9.73408085e-46 0.356200268
0.22 0.03 1.81965481e-45 0.410843649
0.08 0.03 1.84257553e-45 0.454491105
0.29 0.03 1.78013487e-45 0.421327128
0.28 0.03 1.78731878e-45 0.420127503
0.055 0.03 1.84292859e-45 0.51754244
0.12 0.03 1.84073688e-45 0.41744309
0.036 0.03 1.84300863e-45 0.606466516
0.34 0.03 1.73660437e-45 0.43645134
0.16 0.03 1.83600843e-45 0.410040187
0.39 0.03 1.68065262e-45 0.45379763
0.27 0.03 1.79385885e-45 0.418587867
0.084 0.03 1.84247721e-45 0.447647328
0.21 0.03 1.82333295e-45 0.409280414
0.9 0.03 8.29843282e-46 0.312381085
0.76 0.03 1.05924808e-45 0.383176004
0.42 0.03 1.64167793e-45 0.4619065
0.57 0.03 1.40180445e-45 0.477834226
