# mheavy mzprime I1 I2 eff1 eff2 Chi2 
0.053 0.03 6.1146182e-46 0.801602645
0.043 0.03 6.11549594e-46 0.81971639
0.64 0.03 1.99624555e-46 0.0407660796
0.46 0.03 3.86577814e-46 0.0754676958
0.096 0.03 6.10235302e-46 0.716734709
0.042 0.03 6.11564646e-46 0.82348018
0.059 0.03 6.1138302e-46 0.786926632
0.033 0.03 6.11598215e-46 0.84099885
0.84 0.03 7.65776306e-47 0.024827293
0.034 0.03 6.1159819e-46 0.837981636
0.066 0.03 6.11270652e-46 0.772891866
0.59 0.03 2.45745683e-46 0.0476890238
0.33 0.03 5.19782084e-46 0.141335401
0.15 0.03 6.05019006e-46 0.614376793
0.035 0.03 6.11597925e-46 0.836808283
0.87 0.03 6.54784067e-47 0.0229722809
0.081 0.03 6.10878089e-46 0.740299331
0.2 0.03 5.93806372e-46 0.380141426
0.32 0.03 5.28002463e-46 0.149573055
0.1 0.03 6.10026981e-46 0.711379469
0.73 0.03 1.32503644e-46 0.0324190372
0.068 0.03 6.11223101e-46 0.770015178
0.61 0.03 2.26578082e-46 0.0448343231
0.53 0.03 3.08170285e-46 0.0578629325
0.68 0.03 1.67237972e-46 0.0363419289
0.046 0.03 6.11547692e-46 0.813398993
0.05 0.03 6.11503696e-46 0.808473451
0.078 0.03 6.10977811e-46 0.747591657
0.031 0.03 6.11611483e-46 0.847826129
0.78 0.03 1.03845181e-46 0.0284288006
0.13 0.03 6.07610678e-46 0.673468336
0.19 0.03 5.96671621e-46 0.424317326
0.66 0.03 1.82919383e-46 0.0382996496
0.11 0.03 6.09391052e-46 0.701959417
0.23 0.03 5.82979884e-46 0.286224535
0.48 0.03 3.63950565e-46 0.0693901715
0.051 0.03 6.1149558e-46 0.804666999
0.45 0.03 3.97850621e-46 0.0779736444
0.55 0.03 2.86649724e-46 0.0538390795
0.057 0.03 6.11426432e-46 0.793099825
0.24 0.03 5.78590603e-46 0.263255693
0.35 0.03 5.02208889e-46 0.126099495
0.38 0.03 4.7330998e-46 0.108058568
0.4 0.03 4.52672988e-46 0.0978370148
0.18 0.03 5.99213114e-46 0.474908311
0.93 0.03 4.7513111e-47 0.0205221559
0.048 0.03 6.11520679e-46 0.808202845
0.36 0.03 4.92887406e-46 0.119225458
0.061 0.03 6.1136316e-46 0.783223276
0.063 0.03 6.11317992e-46 0.777992269
0.97 0.03 3.81750833e-47 0.0189736856
0.045 0.03 6.11536672e-46 0.814354773
1.0 0.03 3.23165761e-47 0.0179438784
0.04 0.03 6.11566226e-46 0.825564902
0.25 0.03 5.73781079e-46 0.243803348
0.3 0.03 5.43231594e-46 0.170760656
0.07 0.03 6.11188407e-46 0.764881662
0.039 0.03 6.11566426e-46 0.82721194
0.14 0.03 6.06436417e-46 0.648495904
0.17 0.03 6.01435244e-46 0.525311039
0.26 0.03 5.68540276e-46 0.226243399
0.43 0.03 4.20172216e-46 0.0849764527
0.71 0.03 1.45644072e-46 0.0332031762
0.073 0.03 6.11122921e-46 0.758015929
0.5 0.03 3.41412104e-46 0.0647904712
0.038 0.03 6.1157978e-46 0.829715275
0.087 0.03 6.10656237e-46 0.73037023
0.093 0.03 6.10403809e-46 0.72174224
0.09 0.03 6.10534604e-46 0.726115694
0.075 0.03 6.1105157e-46 0.754541558
0.81 0.03 8.93105216e-47 0.0263051131
0.22 0.03 5.86980586e-46 0.313340894
0.08 0.03 6.10911679e-46 0.743285786
0.29 0.03 5.50211425e-46 0.181901515
0.28 0.03 5.56754365e-46 0.19612653
0.055 0.03 6.11442726e-46 0.797646536
0.12 0.03 6.08588526e-46 0.689828067
0.036 0.03 6.11595606e-46 0.836222708
0.34 0.03 5.11185693e-46 0.133769997
0.16 0.03 6.03376147e-46 0.573790286
0.39 0.03 4.63109323e-46 0.102811543
0.27 0.03 5.62860933e-46 0.210567394
0.084 0.03 6.10777518e-46 0.734521682
0.21 0.03 5.90572168e-46 0.344030378
0.9 0.03 5.58434313e-47 0.0218308696
0.76 0.03 1.14614904e-46 0.0293267499
0.42 0.03 4.31168011e-46 0.0888988817
0.57 0.03 2.65795674e-46 0.0502917977
